CommunityID,Glendale Community,             Address,    Tele #,     Fax#,Bdrms,Felony,Msdmnr,Jdgmnts,W/D,Pets,Utilities,X,S8,      Management
12,Canyon Point,3621 N BlackCayon HighWay Phx Az,602-266-7221,602-266-8057,S-1-2,YES,YES,1,YES,NO,SWT,Y,N ,No Locators Anymore
12,SONOMA GRAND,4715 N Blck Cnyn Hwy Phx Az 85015,602-433-2500,602-433-1207,S-1-2,NO,YES,no,NO,YES,NO,Y,Y,
12,Casa Monte Vista      ,120 W Dobbins Rd Phx Az,602-276-4116,602-276-1068,2x2,,,,,,,,,
12,Christown Villas          ,2150 w missouri ave phx az 85015,602-402-1741,602-651-1187,,,,,,,,,,
12,Christown Manor,5045 N 17th Ave Phx Az 85015,602-266-3336,602-274-3828,1-2,,,,,,,,,
12,Colter Park,909 w colter st Phx,602-264-5265,602-264-5267,1-2,NO,YES,NO,NO,YES,ELECT,Y,N,
12,Cornell                       ,6555 n 17th ave phx az 85015,602-687-8333,602-687-8524,,,,,,,,,,
12,Dakota,313 N 15th Ave Phx 85007,602-635-0459,,S-1-2,,,,,,,,,
12,Dunlap Square           ,2323 w dunlap ave phx az 85021,602-943-0556,602-943-6792,,NO,LOCATORS,,,,,,,
12,Estates On Maryland,1802 W Maryland Ave Phx 85015,602-249-6600,,1-2-3,NO,NO,NO,YES,YES,NO,Y,N,
12,Courtyard at Encanto Park                 ,2322 w thomas rd phx 85015,602-258-6870,602-254-1852,S-1-,,,,,,,,,
12,El Cortez                      ,3130 n 7th ave phx az 85013,602-318-8830,602-264-4940,Studio,,,,,,,,,
12,Forest Park,3019 n 14th st phx az 85014,602-266-4978,602-264-2894,S-1-2-3,NO,NO,NO,NO,YES,ALL,Y,N,
12,Glen Arbor,2250 W Glendale Ave Phx Az 85021,602-995-3323,,,NO,YES,YES,NO,YES,ALL,N,Y,
12,GoldCrest,1521 w denton ln phx 85015,602-501-1688,623-455-8983,1-2,,,,,,,,,
12,The Hawthorne,3848 n 3rd ave phx az 85013,602-604-1885,602-604-1885,1-2-3,DUI,SOME,no,YES,YES,NO,Y,N,
12,Huntington               ,"1609 W Glendale Ave Phoenix, Az 85021",602-249-3776,602-249-6123,2-3,NO ,LOCATORS,,,,,,,
12,Los Olivos                    ,7625 n 19th ave phx 85021,602-870-3127,602-368-5718,2-3,,,,,,,,,
12,Marquee,620 n 2nd ave phx az 85003,602-307-5557,602-973-9233,,NO,LOCATORS,,,,,,,
12,Maya Linda,8222 N 19th Ave Phx Az,602-995-3555,602-995-8886,,,,,,,,,,
12,Metro On 19th,,602-626-8441,,,,YES,YES,NO,YES,ALL,Y,N,
12,Missouri crossings          ,5530 n 17th ave phx 85015,602-249-2286,602-841-3370,2-3,NO,LOCATORS,,,,,,,
12,Montelano                  ,8330 N 19th Ave Phx 85021,602-864-3400,602-864-8827,1-2,NO,LOCATORS,,,,,,,
12,Morgan Park,8902 n 19th ave phx az 85021,602-944-1274,602-242-0103,1-2,NO,NO,3,YES,YES,WST,Y,N,
12,North Palms TownHomes,2045 W Tuckey Ln Phx Az 85015,602-242-3603,602-242-4552,2x1,DUI,YES,1,NO,YES,WST,N,Y,
12,Ocotillo                      ,1780 w missouri phx 85015,602-242-5371,602-242-7669,S-1-2,NO,LOCATORS,,,,,,,
12,Olive 66                          ,1702 w tuckey lane Phx Az,602-625 3340,509-696-3340,1-2,NO,LOCATORS,,,,,,,
12,Pines of Camelback        ,4802 n 19th ave phx 85015,602-249-4464,602-249-4636,1-2-3,NO,LOCATORS,,,,,,,
12,Pinewood Village,4802 n 15th ave phx 85015,602-263-8805,,1,,,,,,,,,
12,Phoenix Gardens,4435-4436 n 8th ave phoenix az 85013,602-279-5891,,1-2-3,NO,LOCATORS,,,,,,,
12,Palmera,6625 n 17th phoenix az 85015,602-249-1963,,"1,2",,,,,,,,,
12,Revival On Indianschool,930 W Indianschool Rd Phx 85013,602-265-4413,602-264-0820,2-1,NO,YES,1,YES,YES,NO,N,Y,HOME INC
12,Santa Fe Springs,1717 W Glendale Ave Phx Az 85021,602-249-9277,602-249-4391,S-1-2,NO,LOCATORS,,,,,,,
12,San Valiente,2220 w mission lane phx 85021,602-678-7900,,1-2-3,NO,7 YRS,no,YES,YES,NO,N,N,
12,SandPainter,2225 w indianschool rd phx az,602-264-4146,602-264-4170,1-2,NO,LOCATORS,,,,,,,
12,San Terra  ,3434 E Mcdowel dr Phx Az,602-273-0998,,,NO,LOCATORS,,,,,,,
12,Siena Village,1737 w Missouri Ave Phx Az 85015,602-433-7660,602-433-7787,1-2-3,YES,YES,1,NO,YES,ALL,Y,N,
12,Sombra,2020 w Glendale Ave Phx Az,602-995-0981,602-995-8673,1-2-3,NO,YES,5Y,NO,NO,WST,Y,Y,HOME INC
12,SunRay,1621 w denton ln phx az 85015,602-316-7110,623-455-8983,1-2,,,,,,,,,
12,The Vue,1503 w missouri phx az,602-810-9881,,1-2,,,,,,,,,
12,Town Home Apts,6528 N 17th Ave Phx Az,623-204-8622,,,,,,,,,,,
12,Tuckey TownHomes,1804 W Tuckey Lane Phx,602-909-8535,480-786-4531,1-2,,,,,,,,,
12,Wilshire Place,,602-595-3470,,,,,,,,,,,
12,Windrose Villas      ,1520 w peoria ave phoenix a 85029,602-488-6650,602-266-1643,,NO,LOCATORS,,,,,,,
7,Alanza place,"1121 n 44th street phx,85008",602-275-7888,602-275-7889,1-2-3,NO,YES,PAID OFF,YES,YES,NO,Y,N,
7,Amber Ridge,3802 n 27th st Phx Az 85016,,,,,,,,,,,,
7,Arbor Village,8028 S Central Ave Phx Az 85042,602-268-0000,602-268-0242,S-1-2,NO,YES,1,NO,YES,WST,Y,Y,
7,Arcadia Del Sol,4127 e Indianschool Rd Phx 85018,602-955-5020,602-957-2579,1-2,NO,LOCATORS,,,,,,,
7,Arcadia Palms,4902 E Thomas Rd Az Phx,602-281-2856,602-840-4825,S-1-2,NO,YES,no,NO,YES,,,Y,
7,Arcadia Park,2426 N 32nd St Phx 85018,602-955-0850,,2,NO,YES,YES,,,WST,,,
7,Arcadia Villa,3915 East Camelback Rd Phx 85018,602-956-2131,602-508-1630,S-1-2,NO,YES,PAID OFF,NO,YES,NO,N,N,
7,Atwater,7750 n 2th street phoenix,602-467-3936,,2-3,NO,no,NO,no,NO,NO,n,n,
7,STANDARD ON 29,2912 e Indian School rd Phoenix Az 85016,602-957-9722,602-957-3910,S-1,NO,NO,YES,NO,YES,ALL,Y,N,
7,Bloom 24,2323 E Flower Phx Az 85016,602-957-0100,,1-2,NO,no,no,NO,YES,ALL,N,N,
7,Brick Commons         ,3302 N 7Th St #167 Phx AZ 85014,602-728-0042,,1-2,NO,LOCATORS,,,,,,,
7,The Point @ The FootHills,4424 East Baseline Rd Phx Az 85042,602-438-0384,602-438-7026,1-2-3,NO,no,PAID OFF,Y,YES,no,Y,N,
7,Broadstone On Twelfth,1212 E Bethany Home Rd Phx 85014,,,,NO,LOCATORS,,,,,,,
7,Brookview Condos,4401 n 12st  phx az 85014,602-277-9646,602-277-9646,S-1,,,,,,,,,
7,Biltmore 24,4221-27 n 29th st Phoenix Az,602-266-2107,602-265-9198,S-1-2,NO,YES,no,NO,no,SOME,Y,Y,HOME INC
7,Biltmore Point,"2928 E Osborn Rd Phoenix, Az 85016",602-955-5960,602-955-8617,S-1-2,NO,YES,YES,NO,YES,ALL,Y,N,
7,Cabana On 24th     ,4341 N 24th St Phx Az 85016,602-954-8049,602-954-0604,S-1-2,NO,LOCATORS,,,,,,,
7,Cabana On Thomas,1645 e thomas rd phoenix az 85016,602-265-8376,602-265-7519,S-1,NO,LOCATORS,,,,,,,
7,Cambridge Court,5145 N 7st Phx Az 85014,602-277-1940,602-265-2023,S-1,YES,YES,2,NO,YES,ALL,Y,Y,
7,Camelback Cove,4802 north 12th st phx az 85014,602-279-6606,602-230-0978,S-1-2,,,,,,,,,
7,Camelback Courtyard,3802 n 28th st Phoenix Az 86,602-954-1200,,2-3,,,,,,,,,
7,Capri on Camelback,5115 n 40th st phx az 85018,602-840-2400,602-952-8783,S-1-2,NO,no,no,Y,YES,WST,Y,N,
7,Castallana,3851 n 28th st phx az 85016,602-553-8481,602-956-2640,,NO,no,no,NO,,,,,
7,Casa Sonoran             ,3547 e van buren st phx 85008,602-273-3834,602-275-3872,1,NO,LOCATORS,,,,,,,
7,Citi On Camelback,909 e camelback road phx 85014,602-274-3100,602-274-4488,S-1-2,NO,no,no,Y,YES,WST,Y,N,
7,Charter Palm            ,1220 n 44th st phx az 85008,480-275-7719,275-8326,1-2,NO,LOCATORS,,,,,,,
7,Colonnade Gardens,1930 East Camelback Rd Phx 85016,602-264-7444,,S-1-2,NO,LOCATORS,,,,,,,
7,Cotton Center Town homes,4645 e pueblo ave street broadway 85040,602-793-3706,,2-3,,,,,,,,,
7,Courtney Village,4848 E Roosevelt St Phx Az 85008,602-267-8267,,1-2-3,NO,no,PAID OFF,YES,YES,NO,Y,N,
7,CLUB 7,3030 n 7th st phoenix az  ,602-266-8028,,1-2,NO,no,no,NO,no,no,N,N,
7,Daybreak Place,815 e Bethany Home Phx 85014,602-277-4738,602-265-6531,S-1-2,10,YES,2,NO,YES,NO,N,N,
7,Encanto Village,4130 N 12st Phx Az 85040,602-604-8278,602-424-0446,S,,,,,,,,,
7,Escondido,4422 N 36 st Phx Az,602-957-5516,602-957-8830,S-1,,,,,,,,,
7,Estaban park,5611 s 32nd st phx az 85040,602-606-2341,602-714-6727,,YES,YES,3 YRS,Y,YES,WST,N,N,
7,Fountain In The Greens,3019 n 14th st phx az 85014,602-277-0282,602-264-2894,S-1-2-3,NO,YES,no,YES,YES,ALL,N,N,
7,Fountain Oaks,1225 N 40th St Phoenix Az 85008  ,602-244-2420,602-244-0831,2x1,NO,YES,no,NO,YES,no,N,N,
7,Hermosa Place,3132 N 32nd St Phx Az 85018,602-957-1295,602-553-9891,S-1-2,,,,,,,,,
7,Ingleside,4502 E IndianSchool Rd Phx  85018,602-787-4300,602-787-4305,1-2-3,NO,no,PAID OFF,YES,YES,NO,Y,N,
7,Kensinton             ,810 e colter st phx az 84014,602-265-8300,602-265-3689,"S,1,2,3",7,7 YRS,PAID OFF,NO,YES,WST,N,Y,
7,La Mirada                  ,1350 e northern ave phx az 85020,602-944-4669,602-678-4270,1-2-3,NO,3 YRS,2 YRS,NO,YES,ALL,N,N,
7,sora on Rose,6201 n 16th st phx az 85016,602-266-9439,602-280-8976,1-2,NO,YES,PAID OFF,NO,YES,WST,N,N,
7,Loma Bonita             ,1301 e mountain view rd phx az 85020,602-870-6895,602-997-1647,,,,,,,,,,
7,Maryland Greens,749 E Maryland Ave Phx Az 85014,602-265-8065,602-274-6703,1,NO,YES,,NO,YES,no,N,Y,
7,Mountain Park Ranch,4221 E Ray Road Phx Az 85044,866-915-2360,,,NO,LOCATORS,,,,,,,
7,Mountain Vista,358 E Roeser Rd Phx Az 85040,602-276-5991,602-268-5208,S-1-2-3,YES,YES,1,NO,YES,no,Y,Y,
7,Monte Vista Gardens     ,2110 n 32nd st phx,602-225-5164,602-225-5673,S-1,NO,LOCATORS,,,,,,,
7,Monterra                       ,1333 North 24th St Phx Az,602-795-1600,,S-1-2-3,NO,YES,2,NO,YES,no,Y,Y,
7,Monterey Village,4707 E McDowell Rd Phx Az,602-273-7227,602-267-8657,S-1-2-3,NO,YES,2,NO,YES,no,Y,Y,
7,Montigo Bay Condo,4410 n longview ave #102 phx 85014,602-277-9697,602-277-9646,S-1-2,,,,,,,,,
7,North Point                ,6315 n 16th st phx az 85016,602-266-7864,602-266-6621,2-3,,,,,,,,,
7,Ocotillo Village,4221 E Mcdowell Rd Phx Az 85008,602-267-7917,602-267-7917,S-1,NO,YES,YES,NO,YES,WST,Y,Y,
7,Trailside At Hermosa Place,10002 N 7st Phx Az 85020,602-944-5588,602-944-7112,1-2-3,NO,no,PAID OFF,YES,YES,NO,Y,N,
7,Orange Tree                 ,4220 e almeria rd phoenix 85008,602-220-0179,602-220-0180,,NO,LOCATORS,,,,,,,
7,Partenza on highland,1320 e highland ave phx 85014,602-687-8500,602=687-8853,2x2,NO,no,1,YES,YES,WST,Y,Y,
7,MURANO,4915/4917 E Thomas Rd Phx Az 85018,602-952-1999,602-952-8215,S-1-,NO,no,PAID OFF,NO,YES,ALL,N,N,
7,Papago Buttes 3,402 n 52nd st phx az 85008,602-225-0944,602-225-3874,S-1-2,,,,,,,,,
7,Papago Springs         B44,1819 n 40st phoenix az 85008,602-275-1964,602-275-0061,,,,,,,,,,
7,Papago Park,5350 E TAYLER ST PHX AZ 85008,602-275-2254,602-275-8717,1-2,YES,YES,YES,YES,YES,WST,N,N,
7,Paradise Palms,1517 East Colter St Az 85014,888-209-7710,,1-2-3,,,,,,,,,
7,Pointe at South Mountain,"8809 S Pointe Prkwy Phx, AZ 85044",866-915-3235,,,NO,LOCATORS,,,,,,,
7,Place One,7045 N 7st phx az 85020,602-997-5894,602-943-6832,S-1-2,,,,,,,,,
7,Presidio @ South Mountain,13229 S 48th St Phx Az 85044,480-496-0060,480-598-0336,S-1-2-3,NO,no,5,YES,YES,no,Y,N,
7,Promontory Point,888 E Clinton St Phx Az 85020,866-9153341,,1-2-3,NO,2,PAID OFF,YES,YES,NO,Y,Y,
7,Rancho Landera,9605 s 48st phx az 85044,480-893-7500,,1-2,NO,no,no,Y/N,YES,WST,N,N,
7,Red Rox,5401 e van buren st phx 85008,602-910-7890,602 244 0342,1-2,NO,YES,PAID OFF,YES,YES,NO,Y,N,
7,Residences @ Forty Two 25,4225 E McDowell Rd Phx Az 85008,602-795-2790,602-795-2792,S-1-2-3,NO,LOCATORS,,,,,,,
7,Roosevelt Square,121 W Portland St Phx Az 85003,602-258-7678,,S-SL-1-2,NO,YES,no,YES,YES,no,,,
7,Rose Garden                  ,4636 s 7th st phoenix 85040,602-717-9366,480-345-9091,1-2,NO,LOCATORS,,,,,,,
7,Santerra                         ,3434 East McDowell Drive Phx 85008,602-273-0998,602-273-0393,1-2,NO,LOCATORS,,,,,,,
7,Sage Court,730 e turney ave phoenix az,602-718-6757,602-279-5025,,,,,,,,,,
7,Sedona Ridge,5010 E Cheyenne Dr Phx 85044,866-915-5138,,,NO,YES,no,YES,YES,no,N,N,
7,Silktree                        ,4815 E Thomas Rd Phx AZ 85018,602-952-1999,602-952-8215,1-2,NO,LOCATORS,,,,,,,
7,Siena Village,1737 w Missouri Ave Phx Az 85015,,,,NO,LOCATORS,,,,,,,
7,Sienna Springs             ,5128 N 15th St. Phx 85014,602-264-8495,,S-1-2,NO,YES,1,NO,YES,NO,,,
7,Sierra Foothills,13601 S 44th St Phx Az,866-554-0027,,1-2,NO,no,no,YES,YES,NO,Y,N,
7,Sonoran,13625 S 48th St Phx Az 85044,866-915-5214,,1-2-3,NO,YES,PAID OFF,YES,YES,NO,Y,N,
7,Sunshine Apt,5615 n 7st phoenix az,602-332-5539,,S-1,NO,LOCATORS,,,,,,,
7,Tampico,6130 n 7th st,602-266-2107,602-265-9198,S-1-2,SOME,YES,no,NO,no,ALL,Y,Y,Home inc
7,Terrace On Thomas,1335 E Thomas Rd Phx 85014,602-300-0753,623-594-0780,,,,,,,,,,
7,The Vibe on Thomas,2735 e thomas phoenix az 85016,602-956-6440,602-916-0998,S-1,NO,LOCATORS,,,,,,,
7,The Cascades Luxury,3550 E Campbell Ave Phx Az 85018,602-955-7020,602-468-9611,S-1-2,NO,no,no,NO,YES,no,Y,N,
7,Westview,40 e sunland ave phx,602-243-9325,602-243-1095,1-2,NO,LOCATORS,,,,,,,
7,Wispering Pines,2601 n 36th st phx az 85008,602-275-7611,602-244-1605,S-1-2-3,NO,no,no,NO,YES,ALL,Y,Y,
7,Windsong                ,1414 n 34th st phx az 85014,602-225-0846,602-275-9241,,,,,,,,,,
7,Villa Mirada     ,948 E Devonshire Ave Phx Az 85014,602-230-7743,602-230-0022,1-2,YES,YES,YES,NO,YES,no,N,N,
7,Villas @ South Mountain,13021 S 48St Phx Az 85044,480-785-5825,480-785-1051,S-1-2,NO,LOCATORS,,,,,,,
7,Village @ Lakewood,15815 S Lkwd Pkwy W Phx Az 85048,480-759-5775,480-759-2796,1-2-3,NO,no,no,Y,YES,no,N,N,
7,Valencia Park,5104 E Van Buren St Phx Az 85008,602-275-9722,602-275-0408,S-1-2,NO,YES,PAID OFF,NO,YES,no,N,N,
8,Soleil,725 n Dobson rd Chandler,480-899-3400,,"1,2,3",NO,YES,1,YES,YES,NO,Y,N,
8,LAGUNA VILLAGE,102 W PALOMINO DR. CHANDLER,480-633-7010,,"1,2",NO,YES,1,YES,YES,NO,Y,N,
8,Vive,1901 W Germann Rd,480-398-8303,,"1,2,3",NO,NO,NO,YES,YES,NO,Y,N,
8,Towne Square,500 N Metro blvd Chandler,866-596-7477,,"1,2,3",10,7 YR,PAID OFF,YES,YES,NO,Y,N,
8,Montage at Pecos Ranch,1616 W Germann Rd Chandler,480-722-9400,,"1,2,3,",NO,YES,1,YES,YES,NO,Y,N,
8,Almeria At Ocotillo,2471 E Edgewater Chandler,480-907-6960,,"1,2,3",NO,NO,1,YES,YES,NO,Y,N,
8,Alante at the Island,2222 McQueen rd Chandler,480-917-3407,,"1,2,3",NO,NO,1,YES,YES,NO,Y,N,
8,Mira santi ,800 W Queen Creek Rd Chandler,480-282-9030,,"1,2,3",SOME,YES,PAID OFF,YES,YES,NO,Y,N,
8,Waterside at Ocotillo,4800 s Alma School rd Chandler,480-567-0640,,"1,2,3",NO,YES,PAID OFF,YES,YES,NO,Y,N,
8,San Cervantes,400 N Coronado st Chandler,480-389-0441,,"1,2,3",NO,SOME,PAID OFF,YES,YES,NO,Y,N,
8,Biscayne Bay,300 E Warner Rd Chandler,480-281-8999,,"1,2,3",NO,NO,NO,YES,YES,NO,Y,N,
8,Camden Pecos Ranch,1175 W Pecos rd Chandler,866-635-5024,,,NO,NO,NO,YES,YES,NO,Y,N,
8,Crosswinds,868 S Arizona Ave Chandler,484-917-4744,,"1,2",NO,SOME,PAID OFF,NO,YES,NO,Y,N,
8,Refections At Gila Springs,411 N Kyrene Rd,480-961-0711,,"1,2,3",NO,NO,6,YES,YES,NO,Y,N,
9,Mission Springs,16818 N 56th street Scottsdale,602-992-1500,,"1,2",NO,YES,NO,NO,YES,NO,Y,N,
9,The Paragon at Kierland,15608 N 71ST Scottsdale,480-699-6300,,"1,2,3",7,3 YRS,PAID OFF,YES,YES,NO,Y,N,
9,Broadstone Lincoln,7100 E Lincoln Dr Scottsdale,886-914-5297,,S-1 2,NO,NO,YES,YES,YES,NO,Y,N,
9,San Antigua,8611 E Via De Ventura,480-948-1997,,"1,2,3",SOME,YES,YES,YES,YES,NO,Y,N,
9,San Marin,4215 N Drinkwater blvd,480 467 3499,,"1,2,3",NO,NO,YES,YES,YES,NO,y,N,
9,Miramonte,8025 E Lincoln Dr,480-951-255,,,NO,NO,1,YES,YES,NO,Y,N,
10,San palmilla,750 w Baseline rd ,888-314-9247,,"1,2,3",NO,SOME,PAID OFF,YES,YES,NO,Y,N,
10,Highland Park ,5038 S Hardy,480-897-0641,,"1,2,3",10,YES,PAID OFF,NO,YES,NO,N,N,
10,Raven wood Heights ,647 W Bassline ,480-588-8121,,"1,2,3",NO,YES,1,YES,YES,NO,N,N,
10,Renue On Orange,1137 E Orange st,480-966-9531,,"1,2",NO,YES,1,NO,YES,ALL,N,N,
10,Residences At Fountainhead,2520 S Plazza dr,855-502-6122,,"1,2,3",NO,NO,NO,YES,YES,NO,N,N,
10,Flagstone,30 W Carer Dr,480 820 0188,,"s,1,2,",NO,NO,3,NO,YES,NO,N,N,
10,Quail Canyon,2045 S Mc Clintock dr,602-910-2894,,"1,2",NO,YES,1,NO,YES,NO,Y,N,